motifstart	region	seqclass	seqname
1000	seq2	lessincluded	chr3L:-:15810080-15810848:15811219-15812241:15813245-15813353
1000	seq2	lessincluded	chr3R:-:24254003-24254124:24254403-24254448:24254633-24254678
1000	seq2	lessincluded	chrX:+:11698499-11698597:11699322-11699406:11703289-11703448
1000	seq2	lessincluded	chrX:-:18635641-18636319:18636613-18636873:18637412-18637573
1000	seq2	lessincluded	chr3L:-:21546554-21547388:21548082-21548145:21548720-21548852
1000	seq2	lessincluded	chrX:+:6665438-6665686:6666239-6666269:6666849-6667628
1000	seq2	lessincluded	chr3R:-:9369335-9369710:9372376-9372580:9372755-9372933
1000	seq2	lessincluded	chrX:+:16605849-16606008:16606861-16606999:16607932-16608000
1000	seq2	lessincluded	chrX:-:10782379-10782680:10782776-10782889:10784350-10784458
1000	seq2	lessincluded	chr3L:-:21002016-21002197:21003735-21004185:21004977-21005662
1000	seq2	lessincluded	chrX:+:3279946-3281155:3293599-3295453:3321040-3321217
1000	seq2	lessincluded	chr4:+:99405-99475:104082-104528:107402-110059
1000	seq2	lessincluded	chr2R:-:22107580-22108780:22108850-22108979:22109586-22110023
1000	seq2	lessincluded	chr3R:+:20957733-20958167:20962214-20962295:20963724-20963856
1000	seq2	lessincluded	chr3R:-:23154844-23154967:23155131-23155240:23155808-23156011
1000	seq2	lessincluded	chr2R:-:24671293-24672306:24672550-24673316:24674972-24675141
1000	seq2	lessincluded	chr3R:+:8712932-8713770:8713880-8714053:8714145-8715263
1000	seq2	lessincluded	chrX:-:13832903-13833022:13834170-13834206:13834814-13835149
1000	seq2	lessincluded	chr2R:-:13487973-13488132:13490739-13490871:13491434-13491593
1000	seq2	lessincluded	chr3R:+:27939706-27942133:27942434-27942483:27942587-27942778
1000	seq2	lessincluded	chr2R:-:24066260-24066313:24066560-24066716:24067162-24067254
1000	seq2	lessincluded	chr3L:-:11179529-11179716:11182154-11182643:11183633-11184208
1000	seq2	lessincluded	chr3R:-:11592366-11592624:11593321-11593354:11593632-11593766
1000	seq2	lessincluded	chr2R:-:12660972-12661196:12664984-12665232:12665744-12665799
1000	seq2	lessincluded	chrX:+:19263880-19263955:19264684-19265308:19269256-19269365
1000	seq2	lessincluded	chr2R:-:17520645-17520928:17522852-17522960:17523499-17523571
1000	seq2	lessincluded	chr3L:+:5772432-5774076:5774413-5775013:5775188-5775845
1000	seq2	lessincluded	chr2L:+:5199342-5202302:5202764-5202803:5203115-5203742
1000	seq2	lessincluded	chr3L:+:15601232-15601295:15604835-15605280:15606658-15609125
1000	seq2	lessincluded	chr3R:-:17675074-17675533:17675641-17675737:17676086-17676749
167	seq2	lessincluded	chrX:+:2633951-2634025:2641124-2641361:2641589-2642093
164	seq2	lessincluded	chrX:+:2633951-2634025:2641124-2641361:2641589-2642093
163	seq2	lessincluded	chrX:+:2633951-2634025:2641124-2641361:2641589-2642093
162	seq2	lessincluded	chrX:+:2633951-2634025:2641124-2641361:2641589-2642093
161	seq2	lessincluded	chrX:+:2633951-2634025:2641124-2641361:2641589-2642093
160	seq2	lessincluded	chrX:+:2633951-2634025:2641124-2641361:2641589-2642093
159	seq2	lessincluded	chrX:+:2633951-2634025:2641124-2641361:2641589-2642093
158	seq2	lessincluded	chrX:+:2633951-2634025:2641124-2641361:2641589-2642093
157	seq2	lessincluded	chrX:+:2633951-2634025:2641124-2641361:2641589-2642093
156	seq2	lessincluded	chrX:+:2633951-2634025:2641124-2641361:2641589-2642093
155	seq2	lessincluded	chrX:+:2633951-2634025:2641124-2641361:2641589-2642093
154	seq2	lessincluded	chrX:+:2633951-2634025:2641124-2641361:2641589-2642093
153	seq2	lessincluded	chrX:+:2633951-2634025:2641124-2641361:2641589-2642093
152	seq2	lessincluded	chrX:+:2633951-2634025:2641124-2641361:2641589-2642093
151	seq2	lessincluded	chrX:+:2633951-2634025:2641124-2641361:2641589-2642093
150	seq2	lessincluded	chrX:+:2633951-2634025:2641124-2641361:2641589-2642093
149	seq2	lessincluded	chrX:+:2633951-2634025:2641124-2641361:2641589-2642093
1000	seq2	lessincluded	chr3R:-:10015662-10015926:10016289-10016826:10018496-10018558
1000	seq2	lessincluded	chr3R:-:4793217-4795064:4795736-4795820:4799691-4800678
1000	seq2	lessincluded	chrX:+:13655850-13656034:13658107-13658645:13660739-13662686
1000	seq2	lessincluded	chr2R:-:6926669-6926821:6927389-6928262:6928508-6928836
1000	seq2	lessincluded	chr3R:-:13696202-13696346:13696436-13696768:13696826-13697227
1000	seq2	lessincluded	chr2R:+:24069999-24070242:24070767-24071004:24072704-24072961
1000	seq2	lessincluded	chrX:-:13827578-13827719:13828223-13828253:13828641-13830317
1000	seq2	lessincluded	chrX:-:2492987-2493215:2493550-2493676:2494403-2494637
1000	seq2	lessincluded	chr2R:-:2515642-2515908:2521440-2522511:2553782-2553877
1000	seq2	lessincluded	chr2L:+:8184814-8184850:8185125-8185278:8186116-8186255
1000	seq2	lessincluded	chr2L:+:18387286-18387317:18391051-18391364:18392244-18393441
1000	seq2	lessincluded	chr3L:+:22269788-22269920:22270913-22270976:22271557-22271762
1000	seq2	lessincluded	chr3R:-:17694135-17694295:17694833-17695313:17695922-17696150
1000	seq2	lessincluded	chr3L:+:15601634-15602515:15604835-15605755:15606658-15609125
1000	seq2	lessincluded	chr2R:-:6926669-6926821:6927389-6928148:6928508-6928836
1000	seq2	lessincluded	chr3L:+:23099639-23099723:23100244-23100357:23102121-23103460
1000	seq2	lessincluded	chr2L:+:21719513-21719643:21720358-21720481:21725067-21725445
1000	seq2	lessincluded	chr2R:+:15139078-15140095:15140470-15140677:15141836-15144783
1000	seq2	lessincluded	chr2L:+:22156620-22156815:22157022-22157055:22158512-22159611
1000	seq2	lessincluded	chr4:+:231934-231977:232278-232848:234264-234345
1000	seq2	lessincluded	chr3R:-:16436879-16437338:16437792-16437999:16438064-16438650
1000	seq2	lessincluded	chr3R:-:9369335-9369710:9371014-9372577:9372755-9372933
1000	seq2	lessincluded	chr3L:+:16064229-16064317:16065047-16065434:16066022-16066109
1000	seq2	lessincluded	chr3L:-:1563965-1564280:1568196-1568309:1568417-1568608
1000	seq2	lessincluded	chrX:-:2475823-2476029:2478422-2478506:2480733-2480908
1000	seq2	lessincluded	chr3L:+:20353919-20354405:20354799-20354987:20355304-20356280
1000	seq2	lessincluded	chr2R:-:15935892-15936580:15937020-15937326:15938446-15938978
26	seq2	lessincluded	chr3R:-:6001557-6001736:6002062-6002721:6003672-6003911
22	seq2	lessincluded	chr3R:-:6001557-6001736:6002062-6002721:6003672-6003911
1000	seq2	lessincluded	chr2R:-:13487973-13488132:13488916-13489048:13491434-13491593
1000	seq2	lessincluded	chrX:-:13200466-13200904:13202739-13203057:13203709-13204150
1000	seq2	lessincluded	chr3L:+:23099639-23099723:23100219-23100357:23102121-23103460
1000	seq2	lessincluded	chr3L:+:5772432-5774076:5774413-5774846:5775188-5775845
1000	seq2	lessincluded	chr3L:+:21833179-21834829:21835070-21835229:21835466-21836685
196	seq2	lessincluded	chr2R:-:9123303-9124145:9127026-9127162:9127418-9127877
1000	seq2	lessincluded	chr3R:-:13696202-13696346:13696441-13696768:13696826-13697227
1000	seq2	lessincluded	chr3L:-:4126988-4127162:4128307-4128973:4129650-4129791
1000	seq2	lessincluded	chr3R:+:9522294-9522891:9523535-9523796:9524201-9524307
1000	seq2	lessincluded	chr3L:-:8312283-8312750:8313010-8313151:8313956-8314676
1000	seq2	lessincluded	chrX:-:2492987-2493215:2493550-2493676:2501626-2501737
1000	seq2	lessincluded	chr2R:-:15935892-15936580:15937020-15937326:15937678-15937879
1000	seq2	lessincluded	chr3L:-:4126988-4127162:4128613-4128973:4129650-4129791
1000	seq2	lessincluded	chr2R:-:13487973-13488132:13489741-13489873:13491434-13491593
1000	seq2	lessincluded	chr3R:-:9369335-9369710:9372376-9372577:9372755-9372933
1000	seq2	lessincluded	chr3L:+:15601634-15602515:15604835-15605280:15606658-15609125
1000	seq2	lessincluded	chr2R:+:13815554-13815648:13816035-13816083:13816202-13816313
1000	seq2	lessincluded	chr3R:-:20540522-20541553:20541679-20542092:20550720-20551107
1000	seq2	lessincluded	chr2L:+:12726745-12727116:12728020-12728241:12737958-12738176
1000	seq2	lessincluded	chrX:-:2492345-2492420:2492654-2492885:2492987-2493215
1000	seq2	lessincluded	chr2R:+:13810752-13810836:13811197-13811254:13813799-13813880
1000	seq2	lessincluded	chr4:-:876869-877194:878850-878992:882960-883081
1000	seq2	lessincluded	chr2L:+:21128739-21129082:21130004-21130286:21131230-21131984
1000	seq2	lessincluded	chr3L:-:15073306-15073330:15074324-15074492:15074683-15075847
1000	seq2	lessincluded	chr2R:+:10295868-10296047:10296434-10300268:10304596-10304930
1000	seq2	lessincluded	chr3L:-:15810080-15810848:15811219-15812897:15813245-15813353
1000	seq2	lessincluded	chr3R:-:26961063-26962451:26962539-26963080:26963157-26963520
1000	seq2	lessincluded	chrX:+:8585985-8586245:8586551-8586608:8587257-8587525
1000	seq2	lessincluded	chr2R:+:12738435-12738504:12746608-12746661:12748912-12749461
1000	seq2	lessincluded	chr3R:+:16298469-16298550:16299590-16299689:16301244-16301351
1000	seq2	lessincluded	chr3L:+:8796999-8797226:8797689-8797821:8798120-8798719
1000	seq2	lessincluded	chr2R:+:23714680-23714899:23722209-23722875:23729048-23729234
1000	seq2	lessincluded	chr3R:+:8940921-8941189:8941313-8941316:8941407-8941832
1000	seq2	lessincluded	chrX:+:16451274-16451559:16451701-16451791:16451918-16453615
1000	seq2	lessincluded	chr2L:+:2889673-2890916:2945029-2945792:2946708-2947435
1000	seq2	lessincluded	chr3L:-:12000749-12001090:12001726-12001865:12002585-12002915
1000	seq2	lessincluded	chr3R:-:4793217-4795064:4796488-4797067:4799691-4800678
1000	seq2	lessincluded	chr3R:-:4793217-4795064:4795736-4795823:4799691-4800678
1000	seq2	lessincluded	chr2R:-:12660972-12661196:12664984-12665232:12665699-12665799
1000	seq3	lessincluded	chr3R:-:10008695-10008854:10009732-10014826:10014989-10015105
1000	seq3	lessincluded	chr4:-:876869-877194:881842-881949:882960-883081
1000	seq3	lessincluded	chr2L:+:12726745-12727116:12729184-12729405:12737958-12738176
1000	seq3	lessincluded	chr2R:-:14149233-14149818:14150035-14150095:14150225-14150454
46	seq3	lessincluded	chr2R:-:9255088-9255709:9257409-9258060:9258839-9260144
1000	seq3	lessincluded	chr2L:+:12726745-12727116:12737397-12737618:12737958-12738176
1000	seq3	lessincluded	chr2R:-:11580948-11581398:11581627-11582145:11583014-11587025
1000	seq3	lessincluded	chr2L:+:10977897-10978706:10978879-10978981:10979632-10979713
1000	seq3	lessincluded	chrX:-:17643680-17644178:17645886-17646012:17646519-17646585
1000	seq3	lessincluded	chr2R:-:18289534-18289850:18306030-18306135:18355499-18357296
1000	seq3	lessincluded	chr3R:+:31787801-31788197:31788659-31788844:31789496-31790121
1000	seq3	lessincluded	chrX:-:7958270-7958482:7958977-7959094:7961176-7961363
1000	seq3	lessincluded	chr2L:+:12726745-12727116:12736592-12736813:12737958-12738176
1000	seq3	lessincluded	chr3L:-:16794498-16794665:16794836-16794839:16795250-16796337
1000	seq3	lessincluded	chr3R:-:13696202-13696346:13696443-13696768:13696826-13697227
1000	seq3	lessincluded	chr2L:+:12726745-12727116:12728577-12728798:12737958-12738176
1000	seq3	lessincluded	chr2R:-:12576567-12576993:12577453-12578551:12579128-12579356
1000	seq3	lessincluded	chrX:+:8223955-8224047:8224784-8225726:8227870-8228098
40	seq3	lessincluded	chr3R:-:5274965-5275087:5291989-5292079:5292639-5292841
41	seq3	lessincluded	chr3R:-:5274965-5275087:5291989-5292079:5292639-5292841
1000	seq3	lessincluded	chr3R:+:18169483-18170098:18171273-18171312:18171528-18171703
1000	seq3	lessincluded	chr3R:-:21789661-21789760:21790708-21790738:21791530-21791599
1000	seq3	lessincluded	chr2L:+:1938507-1938619:1938864-1941393:1941581-1941677
1000	seq3	lessincluded	chr2R:-:19309392-19309583:19309662-19309698:19309815-19310313
1000	seq3	lessincluded	chrX:+:22457613-22458260:22462399-22463272:22463538-22465522
1000	seq3	lessincluded	chr2R:-:16085563-16085620:16086930-16087725:16088304-16088365
1000	seq3	lessincluded	chr3R:+:22600544-22601666:22602195-22602435:22602844-22603923
1000	seq3	lessincluded	chr2R:-:12576567-12576993:12577453-12578285:12579128-12579356
1000	seq3	lessincluded	chr3R:-:27066607-27066665:27067357-27067495:27069143-27070070
1000	seq3	lessincluded	chr3L:+:19993264-19993322:19994807-19994951:19995373-19995502
1000	seq3	lessincluded	chr2L:+:21275723-21275806:21279883-21280447:21281131-21281337
1000	seq3	lessincluded	chr3L:-:20155900-20155998:20156679-20157222:20158479-20158668
1000	seq3	lessincluded	chr2L:+:21277277-21278429:21279883-21280447:21281131-21281337
1000	seq3	lessincluded	chr3R:-:27568278-27568591:27580156-27580325:27582001-27582241
1000	seq3	lessincluded	chr2L:+:16896236-16896357:16896808-16896904:16897487-16898068
1000	seq3	lessincluded	chr2L:+:6494937-6495104:6495243-6495868:6496056-6496988
1000	seq3	lessincluded	chrX:+:12604863-12605388:12605802-12606153:12607697-12607879
1000	seq3	lessincluded	chr2R:-:17521831-17521900:17523499-17523571:17523823-17523898
1000	seq3	lessincluded	chr3L:-:4129650-4129791:4130388-4130643:4131120-4131236
1000	seq3	lessincluded	chr2R:-:17520645-17520928:17521831-17521900:17523499-17523571
1000	seq3	lessincluded	chr4:+:521472-523104:524330-524512:524903-526520
1000	seq3	lessincluded	chr2R:+:24070767-24071004:24071990-24072224:24072704-24072961
1000	seq3	lessincluded	chrX:-:17643680-17644178:17644763-17644808:17646519-17646585
1000	seq3	lessincluded	chr3L:-:4126988-4127162:4130388-4130643:4131120-4131236
1000	seq3	lessincluded	chr2R:-:21166889-21167042:21167171-21167444:21167595-21168183
1000	seq3	lessincluded	chr2L:-:11262818-11266557:11266881-11267046:11267150-11268052
1000	seq3	lessincluded	chr3L:-:3722155-3722522:3722859-3723105:3723638-3723872
1000	seq3	lessincluded	chrX:-:9328352-9328594:9330935-9331478:9332453-9332699
1000	seq3	lessincluded	chr3R:-:6001557-6001736:6002062-6003098:6003672-6003911
1000	seq3	lessincluded	chr3R:-:13696202-13696346:13696438-13696768:13696826-13697227
1000	seq3	lessincluded	chr3R:+:13021419-13021642:13024823-13025044:13025388-13026275
1000	seq3	lessincluded	chrX:+:11698499-11698597:11700620-11701127:11703289-11703448
1000	seq3	lessincluded	chr3R:-:23155131-23155240:23155439-23155549:23155808-23156011
1000	seq3	lessincluded	chr2R:-:13415874-13415957:13417535-13417828:13418986-13419085
1000	seq3	lessincluded	chr2R:-:14149887-14149953:14150035-14150095:14150225-14150454
1000	seq3	lessincluded	chr2L:-:3360995-3361443:3362415-3362718:3362998-3363195
1000	seq3	lessincluded	chr3R:-:23154844-23154967:23155439-23155549:23155808-23156011
1000	seq3	lessincluded	chrX:-:18407796-18407885:18408517-18408859:18409883-18410144
1000	seq3	lessincluded	chrX:+:17192530-17193035:17193312-17193417:17193898-17200705
1000	seq3	lessincluded	chr3R:-:13428866-13429769:13430097-13430750:13430922-13431089
1000	seq3	lessincluded	chr3R:-:13428866-13429769:13430192-13430750:13430922-13431089
1000	seq3	lessincluded	chr3R:-:17108747-17108839:17109707-17109722:17110213-17110549
1000	seq3	lessincluded	chr2L:+:4984712-4985424:4985732-4985762:4985861-4985954
1000	seq3	lessincluded	chrX:-:11608702-11609307:11609401-11609713:11610201-11610413
1000	seq3	lessincluded	chr3R:-:4793217-4795064:4796488-4797697:4799691-4800678
1000	seq3	lessincluded	chr3R:+:24039594-24039765:24039910-24040096:24040305-24040472
1000	seq3	lessincluded	chr2R:-:17067525-17069757:17069898-17070676:17071726-17071855
1000	seq3	lessincluded	chr3R:+:16292723-16292834:16295668-16295820:16296661-16296776
1000	seq3	lessincluded	chrX:+:10222325-10222586:10222897-10223455:10224918-10225059
1000	seq3	lessincluded	chr2R:+:21295651-21296213:21299836-21300371:21303884-21304019
1000	seq3	lessincluded	chrX:+:2633951-2634025:2634826-2635031:2641589-2642093
1000	seq3	lessincluded	chr3R:-:23626596-23627460:23631485-23632186:23635277-23635321
1000	seq3	lessincluded	chr3L:+:16077191-16077282:16077722-16077809:16078819-16079589
1000	seq3	lessincluded	chr3L:+:20353958-20354405:20354799-20355129:20355304-20356280
1000	seq3	lessincluded	chr3L:-:4131955-4132212:4133548-4133656:4133768-4133822
1000	seq3	lessincluded	chrX:+:8223955-8224047:8224784-8226083:8227870-8228098
1000	seq3	lessincluded	chr3R:-:11590385-11591307:11591500-11591911:11591994-11592244
1000	seq3	lessincluded	chr3R:+:9341866-9342491:9342575-9342894:9354421-9354854
1000	seq3	lessincluded	chr2R:-:9255088-9255709:9255828-9256038:9257409-9258060
1000	seq3	lessincluded	chr2R:+:10295868-10296047:10296434-10300268:10304623-10304930
1000	seq3	lessincluded	chr3L:+:1330130-1330290:1330862-1330949:1331041-1331170
1000	seq3	lessincluded	chr2R:+:7635053-7635200:7635515-7635605:7638597-7638905
1000	seq3	lessincluded	chr3R:-:29854694-29855043:29855129-29855648:29855952-29856353
1000	seq3	lessincluded	chr3L:+:16115668-16115830:16116031-16116619:16117544-16118108
1000	seq3	lessincluded	chr3R:+:13021419-13021642:13024799-13025044:13025388-13026275
1000	seq3	lessincluded	chrX:-:13832903-13833031:13834170-13834206:13834814-13835149
1000	seq3	lessincluded	chr3R:-:10008695-10008854:10009736-10014826:10014989-10015105
1000	seq3	lessincluded	chr3L:-:8356403-8357905:8358015-8358072:8358555-8358940
1000	seq3	lessincluded	chr2R:-:6926018-6926298:6927389-6928151:6928508-6928836
1000	seq3	lessincluded	chr4:-:876869-877194:882616-882723:882960-883081
1000	seq3	lessincluded	chr2L:-:9789366-9789615:9789674-9789732:9789790-9790309
15	seq3	lessincluded	chr3L:-:1527673-1528076:1529105-1529228:1531390-1531522
18	seq3	lessincluded	chr3L:-:1527673-1528076:1529105-1529228:1531390-1531522
1000	seq3	lessincluded	chr3L:-:22297988-22301316:22301925-22301952:22302794-22303002
1000	seq3	lessincluded	chr2R:+:14176611-14176691:14177174-14177477:14177860-14178021
1000	seq3	lessincluded	chr2L:+:12726745-12727116:12730842-12731066:12737958-12738176
1000	seq3	lessincluded	chr2L:+:12726745-12727116:12736035-12736256:12737958-12738176
1000	seq3	lessincluded	chr2R:-:15284883-15284966:15287353-15287410:15292772-15292969
1000	seq3	lessincluded	chr2L:+:9243611-9243900:9244262-9244586:9245385-9245712
1000	seq3	lessincluded	chrX:+:8548421-8548525:8549017-8549356:8550082-8551207
1000	seq3	lessincluded	chr2L:-:6677834-6678756:6678911-6679262:6679985-6680114
1000	seq3	lessincluded	chr3R:-:27066607-27066884:27067121-27067199:27069143-27070070
1000	seq3	lessincluded	chr2R:+:24069999-24070242:24071990-24072224:24072704-24072961
1000	seq3	lessincluded	chrX:+:8584455-8584575:8584842-8584923:8585809-8585918
1000	seq3	lessincluded	chrX:+:8916696-8916702:9013310-9014556:9014828-9014967
1000	seq3	lessincluded	chr3R:+:10388257-10389437:10396696-10396820:10397362-10397684
1000	seq3	lessincluded	chr2R:+:19218130-19218194:19220743-19220782:19224052-19224386
1000	seq3	lessincluded	chr3R:+:17541666-17541801:17542414-17542490:17543499-17543652
1000	seq3	lessincluded	chr2L:-:3360995-3361443:3362442-3362718:3362998-3363195
1000	seq3	lessincluded	chr3R:+:24616050-24620104:24620169-24620235:24620378-24621113
1000	seq3	lessincluded	chr3L:-:15810080-15810848:15811219-15812241:15813245-15813353
